Name,Image,Buy,Sell,HHA Base Points,Color 1,Color 2,Size,Source,Source Notes,Season/Event,Season/Event Exclusive,Catalog,Version Added,Unlocked?,Filename,Internal ID,Unique Entry ID
Hamlet's poster,#REF!,1000,250,251,Orange,Aqua,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlHam00,10492,PHQtpu28bZDRwBDem
Hamphrey's poster,#REF!,1000,250,251,Black,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlHam07,10423,PCqd56FbktaoxvdCg
Hans's poster,#REF!,1000,250,251,Aqua,Blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlGor10,10460,To3etNrQ66SeLdGsh
Harriet's poster,#REF!,1000,250,251,Pink,Beige,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo",NA,NA,For sale,1.0.0,Yes,PosterNpcSpPoo,10787,5rRqR67vrGQNbCB2Z
Harry's poster,#REF!,1000,250,251,Yellow,Black,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlHip08,10353,8xncZd9cASERiBkoQ
Harvey's poster,#REF!,1000,250,251,Beige,Brown,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo",NA,NA,For sale,2.0.0,Yes,PosterNpcSpSpn,14867,k2iwQAMrx7GtpKYWT
Hazel's poster,#REF!,1000,250,251,Orange,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlSqu18,10466,GY2G9ZAupjDsGh9ny
Hello Kitty poster,#REF!,1000,250,251,Red,Colorful,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlGor11,11121,JLBPLz28yBaZibFnP
Henry's poster,#REF!,1000,250,251,Green,Beige,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlFlg19,10321,PxJd3Np97eRxSi4cw
Hippeux's poster,#REF!,1000,250,251,Yellow,Orange,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlHip09,10588,r8HHxXv35HYJZLgBX
Hopkins's poster,#REF!,1000,250,251,Aqua,Yellow,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlRbt14,10604,vwubp2G98EwG9wQn5
Hopper's poster,#REF!,1000,250,251,Black,Yellow,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlPgn03,10408,Wr67dnC9ES4CBQWsg
Hornsby's poster,#REF!,1000,250,251,Blue,Green,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlRhn04,10608,SotA8rs7xafgCN9GC
Huck's poster,#REF!,1000,250,251,Gray,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlFlg11,10611,WyWCjNW35s8sfGCmG
Hugh's poster,#REF!,1000,250,251,Blue,Green,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlPig03,10407,nBHB3KxJo2M7rvvpa
Iggly's poster,#REF!,1000,250,251,White,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlPgn11,10602,jXmkSynB9wbbLAGeN
Ike's poster,#REF!,1000,250,251,Brown,Gray,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlBea11,10650,BvyHkZkFkZQBXo6hP
Ione's poster,#REF!,1000,250,251,Aqua,Black,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,2.0.0,Yes,PosterNpcNmlSqu21,13047,h8eGQBBmqH5HcFovG
Isabelle's poster,#REF!,1000,250,251,Yellow,Green,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcSpSza,10312,JZskBPpfNn2j8Y4ez
Jack's poster,#REF!,1000,250,251,Orange,Black,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo",NA,NA,For sale,1.0.0,Yes,PosterNpcSpPkn,10346,eHe9eJNzzhnz8qM7E
Jacob's poster,#REF!,1000,250,251,White,Aqua,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlBrd11,10813,kLbJPxa42uuBeWkEh
Jacques's poster,#REF!,1000,250,251,Purple,Black,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlBrd16,10804,tLzEPfsxDk4GdPCXn
Jambette's poster,#REF!,1000,250,251,Green,Pink,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlFlg13,10617,C6J6e7YNdwnWm2xQD
Jay's poster,#REF!,1000,250,251,Blue,Green,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlBrd00,10404,S5uNxrc9PWrQSGGM9
Jeremiah's poster,#REF!,1000,250,251,Blue,Orange,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlFlg07,10688,492Z37sKbLhpW3E2Q
Jingle's poster,#REF!,1000,250,251,Brown,Colorful,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo",NA,NA,For sale,1.0.0,Yes,PosterNpcSpRei,10439,i82Sovcj8NNADYKFQ
Jitters's poster,#REF!,1000,250,251,Green,Aqua,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlBrd04,10818,ntewDyTP3NHyPBpky
Joan's poster,#REF!,1000,250,251,Brown,Blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo",NA,NA,For sale,1.0.0,Yes,PosterNpcSpBoa,10430,STBLD9MdjEcDLEtQA
Joey's poster,#REF!,1000,250,251,Yellow,Aqua,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlDuk01,10483,9wGk3RWRqvbADAThJ
Judy's poster,#REF!,1000,250,251,Pink,Purple,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlCbr19,10858,BSZxPAtc9wijEHjY3
Julia's poster,#REF!,1000,250,251,Blue,Green,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlOst05,10630,xTdmhyg8DfCRFE3Gt
Julian's poster,#REF!,1000,250,251,Aqua,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlHrs13,10402,H67skvQkXRDP6ysBQ
June's poster,#REF!,1000,250,251,Brown,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlCbr13,10605,8PepBgrbB9RE592ey
K.K.'s poster,#REF!,1000,250,251,White,Black,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcSpTkkA,10331,2uh73fgYt64x8qHcf
Kabuki's poster,#REF!,1000,250,251,White,Colorful,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlCat09,10817,ka78h2ybyfwgzorrY
Kapp'n's poster,#REF!,1000,250,251,Green,Blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo",NA,NA,For sale,1.0.0,Yes,PosterNpcSpKpp,10354,jsRtBGxBgxxkZgfS6
Katie's poster,#REF!,1000,250,251,Yellow,Aqua,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo",NA,NA,For sale,1.0.0,Yes,PosterNpcSpLom,10337,PjrtRLSi74NhGXivc
Katrina's poster,#REF!,1000,250,251,Black,Aqua,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo",NA,NA,For sale,1.0.0,Yes,PosterNpcSpBpt,10517,oYNatxRpaQL2NcDZJ
Katt's poster,#REF!,1000,250,251,Brown,Black,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlCat21,10528,XwMjDn6KyDjrLwk2b
Keaton's poster,#REF!,1000,250,251,Aqua,Yellow,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlPbr08,10421,TWDjx79bak89KucSR
Ken's poster,#REF!,1000,250,251,Blue,Black,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlChn13,10445,5mPnzbgfKfeC8aWbN
Kerokerokeroppi poster,#REF!,1000,250,251,Green,Aqua,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlRbt20,11126,nDtn6gnAxCiP8eLC8
Ketchup's poster,#REF!,1000,250,251,Red,Yellow,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlDuk13,10616,uEKpxhL4J8JTxxvZo
Kevin's poster,#REF!,1000,250,251,Brown,Black,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlPig15,10585,zpvLH5kgqZHDF8rP4
Kicks's poster,#REF!,1000,250,251,Black,Beige,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcSpSkk,10332,L7pqyXuw7FQJqKE6B
Kid Cat's poster,#REF!,1000,250,251,Red,Yellow,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlCat10,10779,uRRKypDsFvkrGterg
Kidd's poster,#REF!,1000,250,251,Purple,Gray,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlGoa07,10364,sYX45oaDEBt2sPDgQ
Kiki & Lala poster,#REF!,1000,250,251,Colorful,White,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlShp14,11123,wCjEFxMEQM2zNicuu
Kiki's poster,#REF!,1000,250,251,Black,Green,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlCat04,10816,Dk5BzAKu8N9LQnYkZ
Kitt's poster,#REF!,1000,250,251,Green,Purple,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlKgr00,10357,NovHZTsrhXq6MKxZP
Kitty's poster,#REF!,1000,250,251,Beige,Blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlCat14,10395,2ghKna6PJ3mLc5G6J
Klaus's poster,#REF!,1000,250,251,Gray,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlBea14,10790,wgdvS7m85WBiRGYxC
Knox's poster,#REF!,1000,250,251,Yellow,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlChn11,10664,iqCi67XSDF7jsbh9n
Kody's poster,#REF!,1000,250,251,Aqua,Brown,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlCbr04,10442,M8dvRxXvbF4pwG6K5
Kyle's poster,#REF!,1000,250,251,Beige,Black,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlWol10,10579,7tsLLFWjXFSEiZKNj
Label's poster,#REF!,1000,250,251,Purple,Beige,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcSpHgc,10333,bouR8wqhxWdWxcozP
Leif's poster,#REF!,1000,250,251,Beige,Green,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo",NA,NA,For sale,1.0.0,Yes,PosterNpcSpSlo,10433,479Jpj2rKt3krSWKr
Leila's poster,#REF!,1000,250,251,Green,Blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo",NA,NA,For sale,1.0.0,Yes,PosterNpcSpKps,10340,T8K5ssfqGcMFeK4jD
Leilani's poster,#REF!,1000,250,251,Green,Blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo",NA,NA,For sale,1.0.0,Yes,PosterNpcSpKpm,10519,mD9exPhssPLzi9LMy
Leonardo's poster,#REF!,1000,250,251,Orange,Black,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlTig04,10560,W8XgJpunYdkimw3iY
Leopold's poster,#REF!,1000,250,251,Green,Beige,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlLon04,10638,T6mqtmyyx8dfkaEPi
Lily's poster,#REF!,1000,250,251,Aqua,White,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlFlg00,10440,qNPEPEhfRWjR9JGaH
Limberg's poster,#REF!,1000,250,251,Orange,Beige,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlMus01,10669,aTKk5z6FNKmKcteHm
Lionel's poster,#REF!,1000,250,251,Brown,Black,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlLon08,10684,h2eipZxGcXQMGcute
Lobo's poster,#REF!,1000,250,251,Purple,Gray,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlWol01,10587,JsHp9N7tK7EYew9cY
Lolly's poster,#REF!,1000,250,251,Aqua,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlCat18,10539,DCjmNrKoSdezosC7L
Lopez's poster,#REF!,1000,250,251,Beige,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlDer05,10606,c2T2ffzJiDzkDDgkX
Lottie's poster,#REF!,1000,250,251,Pink,Colorful,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo",NA,NA,For sale,1.0.0,Yes,PosterNpcSpOtg,10773,NeBr9m39gZWTE67ip
Louie's poster,#REF!,1000,250,251,Brown,Black,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlGor04,10631,YGocvEr5xSrwEyyBr
Lucha's poster,#REF!,1000,250,251,Red,Black,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlBrd15,10351,FuMAySGGdRpceCHmF
Lucky's poster,#REF!,1000,250,251,White,Black,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlDog02,10591,NBwMT64cTiBGWfHzi
Lucy's poster,#REF!,1000,250,251,White,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlPig04,10554,gQCvrkNodW2dadvxS
Luna's poster,#REF!,1000,250,251,Black,Purple,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo",NA,NA,For sale,1.0.0,Yes,PosterNpcSpTap,10491,QNtzysxx2y7vh9i5z
Lyle's poster,#REF!,1000,250,251,Colorful,Blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo",NA,NA,For sale,1.0.0,Yes,PosterNpcSpOtt,10794,mF38B4FfLioAGckf3
Lyman's poster,#REF!,1000,250,251,Green,Aqua,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlKal09,10498,ym9m653hvKttEvzbz
Mabel's poster,#REF!,1000,250,251,Blue,Yellow,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcSpHgh,10432,jDspKzfjL4ifqKKGN
Mac's poster,#REF!,1000,250,251,Brown,Blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlDog14,10463,BGAMF9xCCvvNSNoL3
Maddie's poster,#REF!,1000,250,251,Brown,Green,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlDog09,10619,qx2FcWFxYukgoijJC
Maelle's poster,#REF!,1000,250,251,Brown,Yellow,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlDuk03,10593,cCbb4GL6gwDwxDfns
Maggie's poster,#REF!,1000,250,251,Yellow,Pink,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlPig10,10623,TyJ2wNNQEJCT8HjBf
Mallary's poster,#REF!,1000,250,251,Purple,Blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlDuk06,10526,S9s8sRyu3gj2vbETW
Maple's poster,#REF!,1000,250,251,Brown,Green,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlCbr01,10510,2yp9tMysLezkZCqYX
Marcel's poster,#REF!,1000,250,251,White,Green,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlDog15,10419,mndThbsdHgzuK5TQA
Marcie's poster,#REF!,1000,250,251,Pink,Beige,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlKgr10,10659,YnNMaDEdXcjPf4kXE
Margie's poster,#REF!,1000,250,251,White,Pink,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlElp04,10589,PJALmLKxsy2CSaJqk
Marina's poster,#REF!,1000,250,251,Pink,Aqua,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlOcp01,10453,abCC5BwJ3zZwHotvW
Marlo's poster,#REF!,1000,250,251,Black,White,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,2.0.0,Yes,PosterNpcNmlHam09,13053,4L4YgCzpcrr5NK9PR
Marshal's poster,#REF!,1000,250,251,Beige,Blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlSqu17,10480,yjbhaKJkeukwqBwb5
Marty's poster,#REF!,1000,250,251,Yellow,Brown,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.9.0,Yes,PosterNpcNmlCbr18_2,13034,cizPSD2SBPq2Wi3qz
Mathilda's poster,#REF!,1000,250,251,Black,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlKgr01,10391,ARneKZJqgYgpuWBrd
Megan's poster,#REF!,1000,250,251,Purple,Yellow,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlBea15,10860,JqFWTY4AQnzyw7SSG
Melba's poster,#REF!,1000,250,251,Beige,Green,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlKal02,10547,mCdW2huGBG2GQah4s
Merengue's poster,#REF!,1000,250,251,Pink,Beige,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlRhn07,10502,sjAtXqX3cdmfH7LR2
Merry's poster,#REF!,1000,250,251,Beige,Pink,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlCat16,10789,SmQM4CpTYTjgA2QPA
Midge's poster,#REF!,1000,250,251,Pink,Green,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlBrd08,10677,AkRpzPF7F2EjAbhKp
Mint's poster,#REF!,1000,250,251,Green,Pink,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlSqu09,10675,3Qs2gxtaysBLdZhj3
Mira's poster,#REF!,1000,250,251,Yellow,Pink,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlRbt19,10561,5wZA5i2WExoGgEDMT
