Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,HHA Base Points,Color 1,Color 2,Size,Exchange Price,Exchange Currency,Source,Source Notes,Season/Event,Season/Event Exclusive,Seasonal Availability,Seasonality,Mannequin Season,Gender,Villager Gender,Style 1,Style 2,Label Themes,Sort Order,Type,Villager Equippable,Catalog,Version Added,Unlocked?,Filename,ClothGroup ID,Internal ID,Unique Entry ID
nurse's cap,#REF!,#REF!,Pink,No,1680,420,51,Pink,Pink,1x1,1500,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,work,2,HeadHairOrnament_Back,Yes,For sale,1.0.0,Yes,CapOrnamentTNurse0,950,6947,2nZYXc5ee6terDyJY
nurse's cap,#REF!,#REF!,Blue,No,1680,420,51,Blue,Blue,1x1,1500,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,work,3,HeadHairOrnament_Back,Yes,For sale,1.0.0,Yes,CapOrnamentTNurse2,950,11813,NWWLjb8pmu6tC438t
OK Motors cap,#REF!,#REF!,NA,No,770,192,178,White,Blue,1x1,NA,NA,Nook Shopping Promotion,"Link Nintendo Account to Pocket Camp, then redeem a 16-digit code on your Nintendo Switch",NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,work,1,HeadCap,Yes,Not in catalog,1.1.0,Yes,CapHatOkmotors0,1192,12424,EfqFMvapb35xaDsnk
okame mask,#REF!,#REF!,NA,No,1120,280,51,White,Black,1x1,1000,Poki,Able Sisters,Available from Able Sisters shop only,Setsubun (Able Sisters),Yes,All Year,All Year,NA,Free,Free,Simple,Simple,fairy tale; goth,1,HeadFace,Yes,For sale,1.7.0,Yes,CapMaskOkame0,1343,13910,c66oEbvReiPXb5Sxx
orange hat,#REF!,#REF!,NA,Yes,NFS,1000,103,Orange,Green,1x1,NA,NA,Crafting,,NA,NA,All Year,All Year,NA,Free,Free,Cute,Cute,fairy tale; party; theatrical,1,HeadCap,Yes,Not for sale,1.0.0,Yes,CapHatOrange,637,5275,QSHPkoQAJJpdDJpXv
ornament crown,#REF!,#REF!,NA,Yes,NFS,900,201,Green,Colorful,1x1,NA,NA,Crafting,,ornaments,Yes,All Year,All Year,NA,Free,Free,Gorgeous,Active,fairy tale; party,1,HeadHairOrnament_Top,Yes,Not for sale,2.0.0,Yes,CapOrnamentCOrnament0,1430,14613,Lp42KrieWxs3BmrD9
outback hat,#REF!,#REF!,White,No,1560,390,51,White,Gray,1x1,1400,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Summer,NA,Free,Free,Elegant,Cool,everyday; outdoorsy; work,1,HeadCap,Yes,For sale,1.0.0,Yes,CapHatTengallon4,720,11056,uBsynLkxZLapw4j4w
outback hat,#REF!,#REF!,Red,No,1560,390,51,Red,Black,1x1,1400,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Summer,All Year,Free,Free,Elegant,Cool,everyday; outdoorsy; work,2,HeadCap,Yes,For sale,1.0.0,Yes,CapHatTengallon2,720,11054,BpLh5uscghzcSqNyJ
outback hat,#REF!,#REF!,Pink,No,1560,390,51,Pink,Pink,1x1,1400,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Summer,NA,Free,Free,Elegant,Cool,everyday; outdoorsy; work,3,HeadCap,Yes,For sale,1.0.0,Yes,CapHatTengallon3,720,11055,e9ntmssz8a4Ydsnii
outback hat,#REF!,#REF!,Brown,No,1560,390,51,Brown,Brown,1x1,1400,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Summer,NA,Free,Free,Elegant,Cool,everyday; outdoorsy; work,4,HeadCap,Yes,For sale,1.0.0,Yes,CapHatTengallon0,720,5399,aGQncv2i5uCn6BRFC
outback hat,#REF!,#REF!,Beige,No,1560,390,51,Beige,Gray,1x1,1400,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Summer,All Year,Free,Free,Elegant,Cool,everyday; outdoorsy; work,5,HeadCap,Yes,For sale,1.0.0,Yes,CapHatTengallon1,720,11053,L7gfFxKYMfYFsmc3o
outdoor hat,#REF!,#REF!,Red,No,1100,275,51,Red,Yellow,1x1,990,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Summer,NA,Free,Free,Active,Active,outdoorsy; sporty,1,HeadCap,Yes,For sale,1.0.0,Yes,CapHatOutdoor3,634,11040,jG7vw4ZYdt5wxPJZh
outdoor hat,#REF!,#REF!,Orange,No,1100,275,51,Orange,Aqua,1x1,990,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Summer,NA,Free,Free,Active,Active,outdoorsy; sporty,2,HeadCap,Yes,For sale,1.0.0,Yes,CapHatOutdoor0,634,5258,Taf2gy9MqCWtD8Lm9
outdoor hat,#REF!,#REF!,Yellow,No,1100,275,51,Yellow,Blue,1x1,990,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Summer,Summer,Free,Free,Active,Active,outdoorsy; sporty,3,HeadCap,Yes,For sale,1.0.0,Yes,CapHatOutdoor4,634,11041,9TQZoMLhikHRrrDDZ
outdoor hat,#REF!,#REF!,Green,No,1100,275,51,Green,Yellow,1x1,990,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Summer,NA,Free,Free,Active,Active,outdoorsy; sporty,4,HeadCap,Yes,For sale,1.0.0,Yes,CapHatOutdoor6,634,11043,mSxNGDSx7y6kZarnc
outdoor hat,#REF!,#REF!,Light blue,No,1100,275,51,Aqua,Green,1x1,990,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Summer,NA,Free,Free,Active,Active,outdoorsy; sporty,5,HeadCap,Yes,For sale,1.0.0,Yes,CapHatOutdoor5,634,11042,w9GeNeMPYKBxbYSH2
outdoor hat,#REF!,#REF!,Blue,No,1100,275,51,Blue,Red,1x1,990,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Summer,All Year,Free,Free,Active,Active,outdoorsy; sporty,6,HeadCap,Yes,For sale,1.0.0,Yes,CapHatOutdoor1,634,11038,Tni7PAyBS3NrwqbTn
outdoor hat,#REF!,#REF!,Purple,No,1100,275,51,Purple,Aqua,1x1,990,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Summer,All Year,Free,Free,Active,Active,outdoorsy; sporty,7,HeadCap,Yes,For sale,1.0.0,Yes,CapHatOutdoor2,634,11039,bSsN9ide5eYd2KxoS
outdoor hat,#REF!,#REF!,Beige,No,1100,275,51,Beige,Red,1x1,990,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Summer,NA,Free,Free,Active,Active,outdoorsy; sporty,8,HeadCap,Yes,For sale,1.0.0,Yes,CapHatOutdoor7,634,11044,sTS2R5YRfdAxfEy8Z
paintball mask,#REF!,#REF!,White,No,1040,260,51,White,Black,1x1,940,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cool,Cool,outdoorsy; sporty,1,HeadFace,No,For sale,1.0.0,Yes,CapMaskPaint1,718,10227,iFPdeeqLGNuWaconR
paintball mask,#REF!,#REF!,Black,No,1040,260,51,Black,Black,1x1,940,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cool,Cool,outdoorsy; sporty,2,HeadFace,No,For sale,1.0.0,Yes,CapMaskPaint0,718,5395,hXFTMo9zh7Mx7yDDa
paintball mask,#REF!,#REF!,Yellow,No,1040,260,51,Yellow,Black,1x1,940,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cool,Cool,outdoorsy; sporty,3,HeadFace,No,For sale,1.0.0,Yes,CapMaskPaint3,718,10229,cQY7bMzg8NgyLQXDJ
paintball mask,#REF!,#REF!,Olive,No,1040,260,51,Green,Black,1x1,940,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cool,Cool,outdoorsy; sporty,4,HeadFace,No,For sale,1.0.0,Yes,CapMaskPaint2,718,10228,WaYr6qyZ6w2y7M8r2
paisley bandanna,#REF!,#REF!,Black,No,700,175,51,Black,White,1x1,630,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,Summer,Free,Free,Active,Simple,outdoorsy,1,HeadCap,Yes,For sale,1.0.0,Yes,CapHatBandana3,657,10762,RxdhMRe7iZv3LxYtQ
paisley bandanna,#REF!,#REF!,Red,No,700,175,51,Red,White,1x1,630,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Active,Simple,outdoorsy,2,HeadCap,Yes,For sale,1.0.0,Yes,CapHatBandana0,657,5294,93GubKimrHwj42NtQ
paisley bandanna,#REF!,#REF!,Pink,No,700,175,51,Pink,White,1x1,630,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Active,Simple,outdoorsy,3,HeadCap,Yes,For sale,1.0.0,Yes,CapHatBandana6,657,10765,jDiN5BX2LQjQg7eod
paisley bandanna,#REF!,#REF!,Orange,No,700,175,51,Orange,White,1x1,630,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Active,Simple,outdoorsy,4,HeadCap,Yes,For sale,1.0.0,Yes,CapHatBandana5,657,10764,jbJkcPtdqKgh8v9AG
paisley bandanna,#REF!,#REF!,Yellow,No,700,175,51,Yellow,White,1x1,630,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Active,Simple,outdoorsy,5,HeadCap,Yes,For sale,1.0.0,Yes,CapHatBandana2,657,10761,F8Fsf43ae6RCTkuAo
paisley bandanna,#REF!,#REF!,Green,No,700,175,51,Green,White,1x1,630,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Active,Simple,outdoorsy,6,HeadCap,Yes,For sale,1.0.0,Yes,CapHatBandana4,657,10763,7Z4qghfvzEp2EMfYw
paisley bandanna,#REF!,#REF!,Blue,No,700,175,51,Blue,White,1x1,630,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Active,Simple,outdoorsy,7,HeadCap,Yes,For sale,1.0.0,Yes,CapHatBandana1,657,10760,LnqYNcbocnnRFYYbM
paisley bandanna,#REF!,#REF!,Purple,No,700,175,51,Purple,White,1x1,630,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Active,Simple,outdoorsy,8,HeadCap,Yes,For sale,1.0.0,Yes,CapHatBandana7,657,10766,covzbSvXPRPk6gLtk
pansy crown,#REF!,#REF!,NA,Yes,NFS,480,103,Colorful,Colorful,1x1,NA,NA,Crafting,,NA,NA,All Year,Winter,NA,Free,Free,Cute,Simple,fairy tale; party; vacation,1,HeadHairOrnament_Top,Yes,Not for sale,1.0.0,Yes,CapOrnamentPansy1,561,5105,Kn2k9jdadPZNeT4oH
paper restaurant cap,#REF!,#REF!,White & red,No,490,122,51,Red,White,1x1,440,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,work,1,HeadCap,Yes,For sale,2.0.0,Yes,CapHatMarket0,1383,14290,HG7z8MMZGjcprT69K
paper restaurant cap,#REF!,#REF!,White & black,No,490,122,51,Blue,White,1x1,440,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,work,2,HeadCap,Yes,For sale,2.0.0,Yes,CapHatMarket1,1383,486,SiAoFhi5TnQXRiszu
paper restaurant cap,#REF!,#REF!,Pink,No,490,122,51,Pink,Aqua,1x1,440,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,work,3,HeadCap,Yes,For sale,2.0.0,Yes,CapHatMarket5,1383,490,wDTwCAcWRMyWwBaFK
paper restaurant cap,#REF!,#REF!,White & green,No,490,122,51,Green,White,1x1,440,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,work,4,HeadCap,Yes,For sale,2.0.0,Yes,CapHatMarket2,1383,487,uYrCJotuLPZoXWuXF
paper restaurant cap,#REF!,#REF!,White & yellow,No,490,122,51,Yellow,White,1x1,440,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,work,5,HeadCap,Yes,For sale,2.0.0,Yes,CapHatMarket3,1383,488,XNLFNwHLQq83WXcpj
paper restaurant cap,#REF!,#REF!,Brown,No,490,122,51,Beige,Brown,1x1,440,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,work,6,HeadCap,Yes,For sale,2.0.0,Yes,CapHatMarket4,1383,489,A8Ft6rTx2FCLQHRFj
paper-bag hood,#REF!,#REF!,NA,No,140,35,51,Beige,Beige,1x1,130,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Cool,Cool,goth,1,HeadFullFace,No,For sale,1.0.0,Yes,CapFullfacePaperbagBeige,900,5840,Z8NpXTFEZNuwzJb7B
paperboy cap,#REF!,#REF!,Gray,No,1470,367,51,Gray,Gray,1x1,1300,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Autumn,NA,Free,Free,Simple,Elegant,everyday; formal; work,1,HeadCap,Yes,For sale,1.0.0,Yes,CapHatHunting1,598,11512,ymFNyTkYST6eYQDWm
paperboy cap,#REF!,#REF!,Red,No,1470,367,51,Red,Red,1x1,1300,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Autumn,All Year,Free,Free,Simple,Elegant,everyday; formal; work,2,HeadCap,Yes,For sale,1.0.0,Yes,CapHatHunting4,598,11515,e3k4XpPMoahNaWv78
paperboy cap,#REF!,#REF!,Green,No,1470,367,51,Green,Green,1x1,1300,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Autumn,Winter,Free,Free,Simple,Elegant,everyday; formal; work,3,HeadCap,Yes,For sale,1.0.0,Yes,CapHatHunting2,598,11513,MntgoecKWvqftbcj9
paperboy cap,#REF!,#REF!,Blue,No,1470,367,51,Aqua,Aqua,1x1,1300,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Autumn,NA,Free,Free,Simple,Elegant,everyday; formal; work,4,HeadCap,Yes,For sale,1.0.0,Yes,CapHatHunting3,598,11514,pfBtD75A8gSxZY3TQ
paperboy cap,#REF!,#REF!,Brown,No,1470,367,51,Brown,Brown,1x1,1300,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Autumn,NA,Free,Free,Simple,Elegant,everyday; formal; work,5,HeadCap,Yes,For sale,1.0.0,Yes,CapHatHunting0,598,5147,GAyDQZez4XQdjCAnn
patchwork tulip hat,#REF!,#REF!,Pink,No,1680,420,51,Pink,Beige,1x1,1500,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Cute,Cute,outdoorsy; comfy; vacation,1,HeadCap,Yes,For sale,1.0.0,Yes,CapHatTulippatch0,1121,9870,SGjLHQg8TFGDWH2N8
patchwork tulip hat,#REF!,#REF!,Yellow,No,1680,420,51,Yellow,Beige,1x1,1500,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Cute,Cute,outdoorsy; comfy; vacation,2,HeadCap,Yes,For sale,1.0.0,Yes,CapHatTulippatch2,1121,11994,Zxq3wn7giQ6rBFaRT
patchwork tulip hat,#REF!,#REF!,Blue,No,1680,420,51,Blue,Beige,1x1,1500,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Cute,Cute,outdoorsy; comfy; vacation,3,HeadCap,Yes,For sale,1.0.0,Yes,CapHatTulippatch1,1121,11993,pTWoeyHzNCW9ZW67y
peach hat,#REF!,#REF!,NA,Yes,NFS,1000,103,Pink,Yellow,1x1,NA,NA,Crafting,,NA,NA,All Year,Summer,NA,Free,Free,Cute,Cute,fairy tale; party; theatrical,1,HeadCap,Yes,Not for sale,1.0.0,Yes,CapHatPeach0,1125,9874,ndyX7HhTu335TzW9b
pear hat,#REF!,#REF!,NA,Yes,NFS,1000,103,Green,Brown,1x1,NA,NA,Crafting,,NA,NA,All Year,Autumn,NA,Free,Free,Cute,Cute,fairy tale; party; theatrical,1,HeadCap,Yes,Not for sale,1.0.0,Yes,CapHatPear0,1123,9872,nQDCrcuuoxWRwhyzt
Phrygian cap,#REF!,#REF!,Red,No,880,220,201,Red,Red,1x1,NA,NA,Nook Shopping Seasonal,,Le 14 juillet,Yes,All Year,All Year,NA,Free,Free,Active,Simple,fairy tale; outdoorsy; theatrical,1,HeadCap,Yes,Seasonal,1.10.0,Yes,CapHatPhrygian0,1375,14280,8Lb6ga7FtoX37RC6i
Phrygian cap,#REF!,#REF!,Orange,No,880,220,201,Orange,Orange,1x1,NA,NA,Nook Shopping Seasonal,,Le 14 juillet,Yes,All Year,All Year,NA,Free,Free,Active,Simple,fairy tale; outdoorsy; theatrical,2,HeadCap,Yes,Seasonal,1.10.0,Yes,CapHatPhrygian1,1375,14650,5PMkpxpc9c2c8GsJp
Phrygian cap,#REF!,#REF!,Green,No,880,220,201,Green,Green,1x1,NA,NA,Nook Shopping Seasonal,,Le 14 juillet,Yes,All Year,All Year,NA,Free,Free,Active,Simple,fairy tale; outdoorsy; theatrical,3,HeadCap,Yes,Seasonal,1.10.0,Yes,CapHatPhrygian2,1375,14651,yEeJYWT8qG3fJfa4T
Phrygian cap,#REF!,#REF!,Light blue,No,880,220,201,Aqua,Aqua,1x1,NA,NA,Nook Shopping Seasonal,,Le 14 juillet,Yes,All Year,All Year,NA,Free,Free,Active,Simple,fairy tale; outdoorsy; theatrical,4,HeadCap,Yes,Seasonal,1.10.0,Yes,CapHatPhrygian3,1375,14652,cfxTQDeLQh6NEoJeH
Phrygian cap,#REF!,#REF!,Purple,No,880,220,201,Purple,Purple,1x1,NA,NA,Nook Shopping Seasonal,,Le 14 juillet,Yes,All Year,All Year,NA,Free,Free,Active,Simple,fairy tale; outdoorsy; theatrical,5,HeadCap,Yes,Seasonal,1.10.0,Yes,CapHatPhrygian4,1375,14653,yZ4hmjpRqASayZLRv
pigtail,#REF!,#REF!,NA,No,NFS,800,451,Colorful,Colorful,1x1,NA,NA,Gulliver,,NA,NA,All Year,All Year,NA,Free,Free,Cool,Active,everyday,1,Headgear_HasEar,No,Not for sale,1.0.0,Yes,CapWigPigtail,1011,5819,8GiNANCYoscQGgW8i
pilot's cap,#REF!,#REF!,Black,No,1120,280,51,Black,Black,1x1,1000,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Cool,Active,outdoorsy; work,1,Headgear_NoEar,No,For sale,1.0.0,Yes,CapHelmetPilot1,706,11613,6BxAvii2rcxRCaL7g
pilot's cap,#REF!,#REF!,Avocado,No,1120,280,51,Green,Black,1x1,1000,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Cool,Active,outdoorsy; work,2,Headgear_NoEar,No,For sale,1.0.0,Yes,CapHelmetPilot2,706,11614,yG8ej28n3Gn5GBvKr
pilot's cap,#REF!,#REF!,Brown,No,1120,280,51,Brown,Black,1x1,1000,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,All Year,Free,Free,Cool,Active,outdoorsy; work,3,Headgear_NoEar,No,For sale,1.0.0,Yes,CapHelmetPilot0,706,5362,MeD6WKsME9zhgTo5R
pilot's hat,#REF!,#REF!,Black,No,1680,420,51,Black,Yellow,1x1,1500,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Active,Cool,formal; work,1,HeadCap,Yes,For sale,1.0.0,Yes,CapHatCaptainsky1,1043,11827,rtjQ3mqNSJsPmFmaK
pilot's hat,#REF!,#REF!,Light blue,No,1680,420,51,Aqua,Yellow,1x1,1500,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Active,Cool,formal; work,2,HeadCap,Yes,For sale,1.0.0,Yes,CapHatCaptainsky2,1043,11828,zbMCmXJx7nPvr5wNG
pilot's hat,#REF!,#REF!,Navy blue,No,1680,420,51,Blue,Yellow,1x1,1500,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Active,Cool,formal; work,3,HeadCap,Yes,For sale,1.0.0,Yes,CapHatCaptainsky0,1043,8612,wqL65kvbtwtrWmQvu
pineapple cap,#REF!,#REF!,NA,No,700,175,51,Yellow,Green,1x1,630,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Cute,Cute,fairy tale; party; theatrical; vacation,1,HeadCap,Yes,For sale,1.0.0,Yes,CapHatPineapple,641,5279,dPCd6Ab8DeCJFYskS
pirate bandanna,#REF!,#REF!,Black,No,NFS,200,451,Black,White,1x1,NA,NA,Gullivarrr,,NA,NA,All Year,All Year,NA,Free,Free,Cool,Active,fairy tale; goth; theatrical,1,HeadCap,Yes,Not for sale,1.3.0,Yes,CapHatPiratesbandana2,1229,13089,WFxrhr6BfYyCAJsGS
pirate bandanna,#REF!,#REF!,Red,No,NFS,200,451,Red,White,1x1,NA,NA,Gullivarrr,,NA,NA,All Year,All Year,NA,Free,Free,Cool,Active,fairy tale; goth; theatrical,2,HeadCap,Yes,Not for sale,1.3.0,Yes,CapHatPiratesbandana0,1229,12666,Fqrra2HiK6h6JApNQ
pirate bandanna,#REF!,#REF!,Blue,No,NFS,200,451,Blue,White,1x1,NA,NA,Gullivarrr,,NA,NA,All Year,All Year,NA,Free,Free,Cool,Active,fairy tale; goth; theatrical,3,HeadCap,Yes,Not for sale,1.3.0,Yes,CapHatPiratesbandana1,1229,13088,FCqyFhq6XzcnSXqpm
pirate-treasure crown,#REF!,#REF!,NA,No,NFS,2500,451,Gray,Red,1x1,NA,NA,Gullivarrr,,NA,NA,All Year,All Year,NA,Free,Free,Gorgeous,Gorgeous,fairy tale; formal; goth; theatrical,1,HeadHairOrnament_Top,Yes,Not for sale,1.3.0,Yes,CapOrnamentCPirate0,1255,12980,6NNSm3ERsLbEy5BTC
pirate's hat,#REF!,#REF!,NA,No,NFS,860,451,Black,Yellow,1x1,NA,NA,Gullivarrr,,NA,NA,All Year,All Year,NA,Free,Free,Cool,Gorgeous,fairy tale; formal; goth; theatrical,1,HeadCap,Yes,Not for sale,1.3.0,Yes,CapHatPirate0,593,5142,cKNoCD7vwdECyuDeP
plain cap,#REF!,#REF!,Gray,No,560,140,51,Gray,Gray,1x1,500,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Spring,Winter,Free,Free,Simple,Active,outdoorsy; work,1,HeadCap,Yes,For sale,1.0.0,Yes,CapHatWorkcap0,599,5148,by6mbBP6LtRDsEnGb
plain cap,#REF!,#REF!,Red,No,560,140,51,Red,Red,1x1,500,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Spring,NA,Free,Free,Simple,Active,outdoorsy; work,2,HeadCap,Yes,For sale,1.0.0,Yes,CapHatWorkcap2,599,11517,D2deq4Cs3kzxZhxfT
plain cap,#REF!,#REF!,Green,No,560,140,51,Green,Green,1x1,500,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Spring,All Year,Free,Free,Simple,Active,outdoorsy; work,3,HeadCap,Yes,For sale,1.0.0,Yes,CapHatWorkcap4,599,11519,W8MEs7KCn9gMPGzS8
plain cap,#REF!,#REF!,Blue,No,560,140,51,Blue,Blue,1x1,500,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Spring,NA,Free,Free,Simple,Active,outdoorsy; work,4,HeadCap,Yes,For sale,1.0.0,Yes,CapHatWorkcap3,599,11518,A4TTtSGv4Y6S7nrHy
plain cap,#REF!,#REF!,Beige,No,560,140,51,Beige,Beige,1x1,500,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Spring,Summer,Free,Free,Simple,Active,outdoorsy; work,5,HeadCap,Yes,For sale,1.0.0,Yes,CapHatWorkcap1,599,11516,sDYHTbiZX2M9deKRW
plain do-rag,#REF!,#REF!,Black,No,560,140,51,Black,Black,1x1,500,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,work,1,HeadCap,Yes,For sale,2.0.0,Yes,CapHatTrianglesimple7,1381,14960,4LKW4v32ZXgeWagX9
plain do-rag,#REF!,#REF!,Red,No,560,140,51,Red,Red,1x1,500,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,work,2,HeadCap,Yes,For sale,2.0.0,Yes,CapHatTrianglesimple4,1381,14943,KpgaD6Q9yFiHRtkXX
plain do-rag,#REF!,#REF!,Pink,No,560,140,51,Pink,Pink,1x1,500,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,work,3,HeadCap,Yes,For sale,2.0.0,Yes,CapHatTrianglesimple0,1381,14288,rkhggrpeWk227vDqu
plain do-rag,#REF!,#REF!,Coral,No,560,140,51,Orange,Orange,1x1,500,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,work,4,HeadCap,Yes,For sale,2.0.0,Yes,CapHatTrianglesimple2,1381,14941,LqAc3sjPcwomSGzNX
plain do-rag,#REF!,#REF!,Green,No,560,140,51,Green,Green,1x1,500,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,work,5,HeadCap,Yes,For sale,2.0.0,Yes,CapHatTrianglesimple3,1381,14942,PMNw5hTJBa3dhmrdb
plain do-rag,#REF!,#REF!,Light blue,No,560,140,51,Aqua,Aqua,1x1,500,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,work,6,HeadCap,Yes,For sale,2.0.0,Yes,CapHatTrianglesimple1,1381,14940,nzzw9m6YNNfrbh7KZ
plain do-rag,#REF!,#REF!,Navy blue,No,560,140,51,Blue,Blue,1x1,500,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,work,7,HeadCap,Yes,For sale,2.0.0,Yes,CapHatTrianglesimple5,1381,14944,LQqKrxugbcQe3QZsZ
plain do-rag,#REF!,#REF!,Camel,No,560,140,51,Beige,Beige,1x1,500,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,work,8,HeadCap,Yes,For sale,2.0.0,Yes,CapHatTrianglesimple6,1381,14959,NvSt2FDCpbJabPnjv
plain paperboy cap,#REF!,#REF!,Black,No,1400,350,51,Black,Black,1x1,1300,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,everyday; formal; work,1,HeadCap,Yes,For sale,2.0.0,Yes,CapHatHuntingsimple0,1380,14287,eGN6WcBo8HHz9D8ee
