Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,HHA Base Points,Color 1,Color 2,Size,Exchange Price,Exchange Currency,Source,Source Notes,Season/Event,Season/Event Exclusive,Seasonal Availability,Seasonality,Mannequin Season,Gender,Villager Gender,Style 1,Style 2,Label Themes,Sort Order,Villager Equippable,Catalog,Version Added,Unlocked?,Filename,ClothGroup ID,Internal ID,Unique Entry ID
mountain parka,#REF!,#REF!,Red,No,1400,350,51,Red,Red,1x1,1300,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,outdoorsy; sporty,2,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLMountain0,8,3255,jJSbD4ibmvkeGX7QT
mountain parka,#REF!,#REF!,Green,No,1400,350,51,Green,Green,1x1,1300,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,outdoorsy; sporty,3,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLMountain2,8,4156,cSuBSnpM7JSW653c4
mountain parka,#REF!,#REF!,Blue,No,1400,350,51,Blue,Blue,1x1,1300,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,All Year,Free,Free,Active,Active,outdoorsy; sporty,4,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLMountain1,8,4155,ZvzkP5mFQGys3n8E7
multipurpose vest,#REF!,#REF!,Gray,No,1680,420,51,Gray,Aqua,1x1,1500,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Spring,NA,Free,Free,Simple,Simple,outdoorsy,1,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLMultivest1,549,8633,SNBjjZzPTiW2wWvZj
multipurpose vest,#REF!,#REF!,Avocado,No,1680,420,51,Green,Beige,1x1,1500,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Spring,NA,Free,Free,Simple,Simple,outdoorsy,2,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLMultivest2,549,8634,NbxZwkPKGa5JwEyyi
multipurpose vest,#REF!,#REF!,Beige,No,1680,420,51,Beige,Gray,1x1,1500,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Spring,NA,Free,Free,Simple,Simple,outdoorsy,3,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLMultivest0,549,4798,iCb5BbT2qptKP6Kpz
muscle tank,#REF!,#REF!,Gray,No,640,160,51,Gray,Yellow,1x1,580,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Summer,NA,Free,Free,Active,Active,outdoorsy; sporty,1,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsNMuscle0,281,4267,wLEzEqyPQMh2cg9N2
muscle tank,#REF!,#REF!,Black,No,640,160,51,Black,Orange,1x1,580,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Summer,NA,Free,Free,Active,Active,outdoorsy; sporty,2,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsNMuscle4,281,8055,DmuytRpavf6mepu9F
muscle tank,#REF!,#REF!,Red,No,640,160,51,Red,Black,1x1,580,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Summer,NA,Free,Free,Active,Active,outdoorsy; sporty,3,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsNMuscle5,281,8056,yciJDuaJWSdyirFZs
muscle tank,#REF!,#REF!,Pink,No,640,160,51,Pink,White,1x1,580,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Summer,NA,Free,Free,Active,Active,outdoorsy; sporty,4,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsNMuscle3,281,8054,RY4XA8JG22wYdQhfk
muscle tank,#REF!,#REF!,Yellow,No,640,160,51,Yellow,Black,1x1,580,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Summer,NA,Free,Free,Active,Active,outdoorsy; sporty,5,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsNMuscle1,281,8052,YBHxhC42B5zto4d7X
muscle tank,#REF!,#REF!,Green,No,640,160,51,Green,Black,1x1,580,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Summer,NA,Free,Free,Active,Active,outdoorsy; sporty,6,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsNMuscle6,281,8057,RR5zhank7BYytXek6
muscle tank,#REF!,#REF!,Blue,No,640,160,51,Blue,White,1x1,580,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Summer,NA,Free,Free,Active,Active,outdoorsy; sporty,7,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsNMuscle7,281,8058,LNAnFujbieFnkkmsu
muscle tank,#REF!,#REF!,Purple,No,640,160,51,Purple,Yellow,1x1,580,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Summer,NA,Free,Free,Active,Active,outdoorsy; sporty,8,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsNMuscle2,281,8053,cmWbjwvucfvJddiKE
music-fest shirt,#REF!,#REF!,Black,No,1200,300,51,Black,Yellow,1x1,1100,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Summer,Summer,Free,Free,Active,Active,outdoorsy; theatrical,1,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsLLive0,653,5290,NSwQbcYthSHu3kynp
music-fest shirt,#REF!,#REF!,Red,No,1200,300,51,Red,Blue,1x1,1100,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Summer,NA,Free,Free,Active,Active,outdoorsy; theatrical,2,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsLLive1,653,8410,H3nbziRn3mZ6erL9E
music-fest shirt,#REF!,#REF!,Light blue,No,1200,300,51,Aqua,Green,1x1,1100,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Summer,NA,Free,Free,Active,Active,outdoorsy; theatrical,3,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsLLive3,653,8412,Z4FnWS58ohr7y9xyR
music-fest shirt,#REF!,#REF!,Purple,No,1200,300,51,Purple,Pink,1x1,1100,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Summer,NA,Free,Free,Active,Active,outdoorsy; theatrical,4,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsLLive2,653,8411,9oDQ8Ytb4nqgaLFDF
MVP tee,#REF!,#REF!,NA,No,640,160,51,White,Blue,1x1,580,Poki,Nook Shopping Daily Selection,,NA,NA,All Year,Summer,NA,Free,Free,Simple,Active,everyday; comfy,1,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHMvp0,1005,6835,MqS8y6MLcwXzvnhCb
My Melody shirt,#REF!,#REF!,NA,No,1200,300,201,Pink,Pink,1x1,NA,NA,Nook Shopping Promotion,Scan the associated Sanrio amiibo card,NA,NA,All Year,All Year,NA,Free,Free,Cute,Cute,everyday; fairy tale,1,Yes,Not in catalog,1.9.0,Yes,TopsTexTopYshirtsHMymelody0,1333,13759,YWt22tt8TrWjkPX7v
ni hao tee,#REF!,#REF!,NA,No,640,160,51,Pink,White,1x1,580,Poki,Nook Shopping Daily Selection,,NA,NA,All Year,Summer,NA,Free,Free,Simple,Simple,everyday; comfy,1,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHHelloch0,1172,12118,CoPYojspx37FcCgb6
nine-ball tee,#REF!,#REF!,NA,No,560,140,51,Orange,White,1x1,500,Poki,Nook Shopping Daily Selection,,NA,NA,All Year,Summer,NA,Free,Free,Active,Simple,everyday; comfy,1,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHNumberball9,137,3326,8ZBqZhbRyH4HRdbo6
No. 1 shirt,#REF!,#REF!,NA,No,560,140,51,Red,Aqua,1x1,500,Poki,Nook Shopping Daily Selection,,NA,NA,All Year,Summer,NA,Free,Free,Simple,Active,everyday; comfy,1,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHOne0,1006,6888,JGTwnNNjjSRijFpuF
No. 2 shirt,#REF!,#REF!,NA,No,560,140,51,Blue,Red,1x1,500,Poki,Nook Shopping Daily Selection,,NA,NA,All Year,Summer,NA,Free,Free,Simple,Simple,everyday; comfy,1,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHTwo0,1165,12036,iu9qYhJbRbjQ2Nbuy
No. 3 shirt,#REF!,#REF!,NA,No,560,140,51,Green,Orange,1x1,500,Poki,Nook Shopping Daily Selection,,NA,NA,All Year,Summer,NA,Free,Free,Simple,Simple,everyday; comfy,1,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHThree0,1166,12037,uZN5bEEowytkwd7pB
No. 4 shirt,#REF!,#REF!,NA,No,560,140,51,Pink,Red,1x1,500,Poki,Nook Shopping Daily Selection,,NA,NA,All Year,Summer,NA,Free,Free,Simple,Simple,everyday; comfy,1,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHFour0,1167,12038,hNhqpPbu4NrdAxCF7
noble coat,#REF!,#REF!,White,No,4800,1200,51,White,Yellow,1x1,4300,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Gorgeous,Gorgeous,fairy tale; formal; party; theatrical,1,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLNoble2,71,7420,TFy4QnYDGWMo2Frq7
noble coat,#REF!,#REF!,Black,No,4800,1200,51,Black,Yellow,1x1,4300,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Gorgeous,Gorgeous,fairy tale; formal; party; theatrical,2,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLNoble4,71,7422,pfodRRd9WghH8pweM
noble coat,#REF!,#REF!,Red,No,4800,1200,51,Red,Yellow,1x1,4300,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Gorgeous,Gorgeous,fairy tale; formal; party; theatrical,3,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLNoble7,71,7425,8hM7A9mfL472rQr9K
noble coat,#REF!,#REF!,Ruby red,No,4800,1200,51,Pink,Yellow,1x1,4300,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Gorgeous,Gorgeous,fairy tale; formal; party; theatrical,4,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLNoble1,71,7419,8epM335hNruqWvTdH
noble coat,#REF!,#REF!,Yellow,No,4800,1200,51,Yellow,Yellow,1x1,4300,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Gorgeous,Gorgeous,fairy tale; formal; party; theatrical,5,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLNoble6,71,7424,csYKgB26BRTdy8Xf9
noble coat,#REF!,#REF!,Green,No,4800,1200,51,Green,Yellow,1x1,4300,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Gorgeous,Gorgeous,fairy tale; formal; party; theatrical,6,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLNoble0,71,3171,f4irdbA7XtybyHJsY
noble coat,#REF!,#REF!,Blue,No,4800,1200,51,Blue,Yellow,1x1,4300,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Gorgeous,Gorgeous,fairy tale; formal; party; theatrical,7,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLNoble3,71,7421,nPxphxRPuTzRTtcr6
noble coat,#REF!,#REF!,Purple,No,4800,1200,51,Purple,Yellow,1x1,4300,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Gorgeous,Gorgeous,fairy tale; formal; party; theatrical,8,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLNoble5,71,7423,RomZdt5xAnYSAE4YA
Nook Inc. aloha shirt,#REF!,#REF!,NA,No,NFS,3000,151,White,Green,1x1,600,Nook Miles,Nook Miles Redemption,,NA,NA,All Year,Summer,NA,Free,Free,Simple,Active,comfy; vacation,1,Yes,Not for sale,1.0.0,Yes,TopsTexTopTshirtsHRco,1141,5626,JWa2JANhbML2ZoSpd
Nook Inc. blouson,#REF!,#REF!,NA,No,NFS,4000,151,Green,Green,1x1,800,Nook Miles,Nook Miles Redemption,,NA,NA,All Year,All Year,NA,Free,Free,Simple,Active,outdoorsy; work,1,Yes,Not for sale,1.0.0,Yes,TopsTexTopOuterLRco,1140,5625,3yAwEXCgtLKgxqY3q
Nook Inc. sweater,#REF!,#REF!,NA,No,NFS,500,431,Yellow,Orange,1x1,50,Nook Points,NookLink,Mailed to players once ordered from NookLink within the Nintendo Switch Online app,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,everyday; comfy,1,Yes,Not for sale,2.0.0,Yes,TopsTexTopOuterLNook0,1424,14544,AmmmyrqWRPRsKat6t
Nook Inc. tee,#REF!,#REF!,NA,No,NFS,3000,151,Yellow,Green,1x1,600,Nook Miles,Nook Miles Redemption,,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,everyday; comfy,1,Yes,Not for sale,1.0.0,Yes,TopsTexTopTshirtsHNook0,1149,9760,NYAF9MhpB9KLAMjzz
nurse's jacket,#REF!,#REF!,White,No,1500,375,51,White,White,1x1,1400,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Simple,Active,work,1,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsHNurse1,147,7790,sascmaanGthSqL6bz
nurse's jacket,#REF!,#REF!,Pink,No,1500,375,51,Pink,Pink,1x1,1400,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Simple,Active,work,2,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsHNurse2,147,7791,YtPPsT2rTDG6m4KWt
nurse's jacket,#REF!,#REF!,Blue,No,1500,375,51,Aqua,Aqua,1x1,1400,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Simple,Active,work,3,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsHNurse0,147,3350,rADFhF2ELotXRS53a
nylon jacket,#REF!,#REF!,Black,No,1120,280,51,Black,Black,1x1,1000,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Autumn,All Year,Free,Free,Cool,Cool,outdoorsy; sporty,1,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLCoach0,288,4285,tFteZw2B57dzG3hBH
nylon jacket,#REF!,#REF!,Red,No,1120,280,51,Red,Red,1x1,1000,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Autumn,NA,Free,Free,Cool,Cool,outdoorsy; sporty,2,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLCoach3,288,8520,JvPkymLmcyRCGEkMp
nylon jacket,#REF!,#REF!,Green,No,1120,280,51,Green,Green,1x1,1000,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Autumn,NA,Free,Free,Cool,Cool,outdoorsy; sporty,3,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLCoach1,288,8518,potcFpXETr4B7gNMy
nylon jacket,#REF!,#REF!,Blue,No,1120,280,51,Blue,Blue,1x1,1000,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Autumn,NA,Free,Free,Cool,Cool,outdoorsy; sporty,4,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLCoach2,288,8519,S7Xrdneg33hWj6H4R
oilskin coat,#REF!,#REF!,Gray,No,1400,350,51,Gray,Gray,1x1,1300,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Autumn,NA,Free,Free,Active,Cool,outdoorsy; work,1,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLOilskin2,903,9234,yGntiwwpi4tT7E7ow
oilskin coat,#REF!,#REF!,Red,No,1400,350,51,Red,Yellow,1x1,1300,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Autumn,NA,Free,Free,Active,Cool,outdoorsy; work,2,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLOilskin1,903,9233,zT734Hdr8zGyP5gEn
oilskin coat,#REF!,#REF!,Yellow,No,1400,350,51,Yellow,Yellow,1x1,1300,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Autumn,Winter,Free,Free,Active,Cool,outdoorsy; work,3,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLOilskin0,903,5855,9z2TxmZwEQQ87DyiT
OK Motors jacket,#REF!,#REF!,NA,No,1500,375,178,White,Blue,1x1,NA,NA,Nook Shopping Promotion,"Link Nintendo Account to Pocket Camp, then redeem a 16-digit code on your Nintendo Switch",NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,work,1,Yes,Not in catalog,1.1.0,Yes,TopsTexTopYshirtsHOkmotors0,1193,12425,7N3FmzDyZWdoKMpzJ
old-school jacket,#REF!,#REF!,Red,No,1800,450,51,Black,Red,1x1,1600,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Autumn,All Year,Free,Free,Gorgeous,Active,theatrical,1,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLRepresent0,655,5292,jpqP7LhNbv7CkuJjD
old-school jacket,#REF!,#REF!,Green,No,1800,450,51,Black,Green,1x1,1600,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Autumn,NA,Free,Free,Gorgeous,Active,theatrical,2,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLRepresent1,655,7620,C2rj5RuQhrSMddA52
old-school jacket,#REF!,#REF!,Purple,No,1800,450,51,Black,Purple,1x1,1600,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Autumn,NA,Free,Free,Gorgeous,Active,theatrical,3,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLRepresent2,655,7621,GxkqGCwj5gBAwJg6D
one-ball tee,#REF!,#REF!,NA,No,560,140,51,Yellow,White,1x1,500,Poki,Nook Shopping Daily Selection,,NA,NA,All Year,Summer,NA,Free,Free,Active,Simple,everyday; comfy,1,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHNumberball1,131,3320,NRKaj7yZRNahgeZwH
open track jacket,#REF!,#REF!,Black,No,1050,262,51,Black,White,1x1,940,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,comfy; sporty,1,Yes,For sale,2.0.0,Yes,TopsTexTopYshirtsLOpenjersey2,1392,175,Yg4fzvYhAPaYFD7YS
open track jacket,#REF!,#REF!,Berry red,No,1050,262,51,Red,White,1x1,940,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,comfy; sporty,2,Yes,For sale,2.0.0,Yes,TopsTexTopYshirtsLOpenjersey4,1392,186,FGdds8y5EbQ3Now4w
open track jacket,#REF!,#REF!,Red,No,1050,262,51,Red,White,1x1,940,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,comfy; sporty,3,Yes,For sale,2.0.0,Yes,TopsTexTopYshirtsLOpenjersey0,1392,14363,uGz9dqWsRnBiuJkbp
open track jacket,#REF!,#REF!,Green,No,1050,262,51,Green,White,1x1,940,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,comfy; sporty,4,Yes,For sale,2.0.0,Yes,TopsTexTopYshirtsLOpenjersey1,1392,174,9snPoaLtRCm3vqN2J
open track jacket,#REF!,#REF!,Blue,No,1050,262,51,Blue,White,1x1,940,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,comfy; sporty,5,Yes,For sale,2.0.0,Yes,TopsTexTopYshirtsLOpenjersey3,1392,176,XuBfaWnrKe2CXW8QM
open track jacket,#REF!,#REF!,Navy blue,No,1050,262,51,Blue,White,1x1,940,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,comfy; sporty,6,Yes,For sale,2.0.0,Yes,TopsTexTopYshirtsLOpenjersey5,1392,200,xBDWpAsf4YzGBhC3Z
open-collar shirt,#REF!,#REF!,Coral,No,960,240,51,Red,Red,1x1,860,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Spring,NA,Free,Free,Simple,Elegant,everyday; comfy,1,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLOpencollar0,516,4715,g8TwY4rnzdv9Q87Wd
open-collar shirt,#REF!,#REF!,Green,No,960,240,51,Green,Green,1x1,860,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Spring,NA,Free,Free,Simple,Elegant,everyday; comfy,2,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLOpencollar2,516,8522,QW5LhyuRAEKkzkdhs
open-collar shirt,#REF!,#REF!,Blue,No,960,240,51,Aqua,Aqua,1x1,860,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Spring,NA,Free,Free,Simple,Elegant,everyday; comfy,3,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLOpencollar1,516,8521,eDQjNhvpHTLDTgLgq
open-collar shirt,#REF!,#REF!,Beige,No,960,240,51,Beige,Beige,1x1,860,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Spring,NA,Free,Free,Simple,Elegant,everyday; comfy,4,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLOpencollar3,516,8523,8yZjHsbkDXEBC97kq
oversized shawl overshirt,#REF!,#REF!,Gray,No,1120,280,51,Gray,Black,1x1,1000,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Cool,Cool,everyday; outdoorsy; comfy,1,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsHBigstole2,246,8428,QKmPfqRk5kdzmjx3d
oversized shawl overshirt,#REF!,#REF!,Pink,No,1120,280,51,Pink,Gray,1x1,1000,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Cool,Cool,everyday; outdoorsy; comfy,2,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsHBigstole1,246,8427,JEEdFjyFTGRXuwXqn
oversized shawl overshirt,#REF!,#REF!,Brown,No,1120,280,51,Brown,Brown,1x1,1000,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,Summer,Free,Free,Cool,Cool,everyday; outdoorsy; comfy,3,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsHBigstole0,246,4154,3TXZ9wdutCXoteKpN
Paradise Planning aloha top,#REF!,#REF!,NA,No,NFS,NA,0,Red,Red,1x1,NA,NA,HHP Office,Only available as a work clothes for Paradise Planning,Happy Home Paradise,Yes,All Year,All Year,NA,Free,Free,Active,Simple,comfy; sporty; vacation,1,Yes,Not in catalog,2.0.0,Yes,TopsTexTopYshirtsHUniform0,1298,13200,uss3Hd4ceMZPgah5E
Paradise Planning blazer,#REF!,#REF!,NA,No,NFS,NA,0,Red,Orange,1x1,NA,NA,HHP Office,Only available as a work clothes for Paradise Planning,Happy Home Paradise,Yes,All Year,All Year,NA,Free,Free,Active,Cool,formal; vacation; work,1,Yes,Not in catalog,2.0.0,Yes,TopsTexTopYshirtsLTakumisuit0,1416,14457,CMbQ5AKoyW6qRutWu
Paradise Planning event tee,#REF!,#REF!,Purple,No,NFS,300,51,Purple,Yellow,1x1,1100,Poki,HHP Apparel Shop,Available during DJ KK festival,Happy Home Paradise,Yes,All Year,All Year,NA,Free,Free,Active,Gorgeous,party; theatrical,1,Yes,Not for sale,2.0.0,Yes,TopsTexTopTshirtsemmNTakumi0,1434,14686,KnCuaxuthj5DCTEhn
Paradise Planning event tee,#REF!,#REF!,Blue,No,NFS,300,51,Aqua,Red,1x1,1100,Poki,HHP Apparel Shop,Available during DJ KK festival,Happy Home Paradise,Yes,All Year,All Year,NA,Free,Free,Active,Gorgeous,party; theatrical,2,Yes,Not for sale,2.0.0,Yes,TopsTexTopTshirtsemmNTakumi1,1434,284,tCmuEYqKBc8vt4coK
Paradise Planning event tee,#REF!,#REF!,Red,No,NFS,300,51,Orange,Green,1x1,1100,Poki,HHP Apparel Shop,Available during DJ KK festival,Happy Home Paradise,Yes,All Year,All Year,NA,Free,Free,Active,Gorgeous,party; theatrical,3,Yes,Not for sale,2.0.0,Yes,TopsTexTopTshirtsemmNTakumi2,1434,285,dF7FnZbTnbKZcdRfq
Paradise Planning event tee,#REF!,#REF!,Green,No,NFS,300,51,Green,Purple,1x1,1100,Poki,HHP Apparel Shop,Available during DJ KK festival,Happy Home Paradise,Yes,All Year,All Year,NA,Free,Free,Active,Gorgeous,party; theatrical,4,Yes,Not for sale,2.0.0,Yes,TopsTexTopTshirtsemmNTakumi3,1434,286,eTgiZPkini4gA8EAD
Paradise Planning jacket,#REF!,#REF!,NA,No,NFS,NA,0,Red,Orange,1x1,NA,NA,HHP Office,Only available as a work clothes for Paradise Planning,Happy Home Paradise,Yes,All Year,All Year,NA,Free,Free,Active,Simple,everyday; comfy,1,Yes,Not in catalog,2.0.0,Yes,TopsTexTopOuterLTakumijacket0,1415,14456,Rs8JvnDDae9XP2WGm
Paradise Planning shirt,#REF!,#REF!,NA,No,NFS,NA,0,White,Red,1x1,NA,NA,HHP Office,Only available as a work clothes for Paradise Planning,Happy Home Paradise,Yes,All Year,All Year,NA,Free,Free,Cool,Simple,everyday; comfy; vacation,1,Yes,Not in catalog,2.0.0,Yes,TopsTexTopYshirtsHTakumi0,1468,14819,DniT3WK8JPc9AGSvL
Paradise Planning tank top,#REF!,#REF!,NA,No,NFS,NA,0,Red,Aqua,1x1,NA,NA,HHP Office,Only available as a work clothes for Paradise Planning,Happy Home Paradise,Yes,All Year,All Year,NA,Free,Free,Active,Simple,everyday; comfy,1,Yes,Not in catalog,2.0.0,Yes,TopsTexTopTshirtsNTakumitanktop0,1418,14459,vKBNhasCZo5vKyeWR
Paradise Planning tee,#REF!,#REF!,NA,No,NFS,NA,0,Orange,Red,1x1,NA,NA,HHP Office,Only available as a work clothes for Paradise Planning,Happy Home Paradise,Yes,All Year,All Year,NA,Free,Free,Active,Simple,everyday; vacation,1,Yes,Not in catalog,2.0.0,Yes,TopsTexTopTshirtsHTakumi0,1417,14458,5rE2Kp8j2vofvhZTm
parka undercoat,#REF!,#REF!,Gray,No,2320,580,51,Gray,Black,1x1,2100,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Spring,NA,Free,Free,Cool,Simple,everyday,1,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLInparker4,353,8447,NBFRv52zvgtWvBc6a
parka undercoat,#REF!,#REF!,Black,No,2320,580,51,Black,White,1x1,2100,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Spring,NA,Free,Free,Cool,Simple,everyday,2,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLInparker2,353,8445,u9ARCXNAMgkXzLZhH
