Name,Variation,DIY,Buy,Sell,Source,Source Notes,Catalog,Tab,Tag,Customize,Cyrus,Image,HHP Source
yellow checked rug,,False,2000,500,Saharah; Saharah's Co-op,,For sale,rugs,Pattern Rugs,False,False,https://acnhcdn.com/latest/FtrIcon/RugSquareCheckQuiltL01.png,"['Teddy', 'Charlise', 'Twiggy', 'Yuka', 'Mathilda', 'Candi', 'Wade', 'Spork']"
yellow kilim-style carpet,,False,2000,500,Saharah; Saharah's Co-op,,For sale,rugs,Pattern Rugs,False,False,https://acnhcdn.com/latest/FtrIcon/RugSquareKirimL03.png,"['Grizzly', 'Purrl', 'Gayle', 'Erik', 'Rodney', 'Soleil', 'Clyde', 'Deli', 'Penelope', 'Gaston', 'Rowan', 'Hospital']"
pink rose rug,,False,1500,375,Saharah; Saharah's Co-op,,For sale,rugs,Rose Rug,False,False,https://acnhcdn.com/latest/FtrIcon/RugOtherRoseM00.png,"['Tutu', 'Megan', 'Norma', 'Pompom', 'Margie', 'Shari', 'Stella', 'Whitney']"
red rose rug,,False,1500,375,Saharah; Saharah's Co-op,,For sale,rugs,Rose Rug,False,False,https://acnhcdn.com/latest/FtrIcon/RugOtherRoseM01.png,"['Bob', 'Katt', 'Bea', 'Cherry', 'Pashmina', 'Apple', 'Flo', 'Lucy', 'Tiffany']"
white rose rug,,False,1500,375,Saharah; Saharah's Co-op,,For sale,rugs,Rose Rug,False,False,https://acnhcdn.com/latest/FtrIcon/RugOtherRoseM03.png,"['Bob', 'Olivia', 'Bea', 'Jambette', 'Gigi', 'Cleo', 'Colton', 'Reneigh', 'Lionel', 'Celia', 'Rhonda', 'Whitney']"
yellow rose rug,,False,1500,375,Saharah; Saharah's Co-op,,For sale,rugs,Rose Rug,False,False,https://acnhcdn.com/latest/FtrIcon/RugOtherRoseM02.png,"['Ursala', 'Bea', 'Tia', 'Victoria', 'Aurora', 'Maggie', 'Willow', 'Skye']"
Cinnamoroll rug,,False,1500,375,Nook Shopping Promotion,Scan the associated Sanrio amiibo card,Promotion,rugs,Sanrio Rugs,False,False,https://acnhcdn.com/latest/FtrIcon/RugOtherCinnamonM00.png,['Chai']
Hello Kitty rug,,False,1500,375,Nook Shopping Promotion,Scan the associated Sanrio amiibo card,Promotion,rugs,Sanrio Rugs,False,False,https://acnhcdn.com/latest/FtrIcon/RugOtherKittyM00.png,['Rilla']
Kerokerokeroppi rug,,False,1500,375,Nook Shopping Promotion,Scan the associated Sanrio amiibo card,Promotion,rugs,Sanrio Rugs,False,False,https://acnhcdn.com/latest/FtrIcon/RugRoundKeroppiM00.png,['Toby']
Kiki & Lala rug,,False,1500,375,Nook Shopping Promotion,Scan the associated Sanrio amiibo card,Promotion,rugs,Sanrio Rugs,False,False,https://acnhcdn.com/latest/FtrIcon/RugOtherKikilalaM00.png,['Étoile']
My Melody rug,,False,1500,375,Nook Shopping Promotion,Scan the associated Sanrio amiibo card,Promotion,rugs,Sanrio Rugs,False,False,https://acnhcdn.com/latest/FtrIcon/RugOtherMymelodyM00.png,['Chelsea']
Pompompurin rug,,False,1500,375,Nook Shopping Promotion,Scan the associated Sanrio amiibo card,Promotion,rugs,Sanrio Rugs,False,False,https://acnhcdn.com/latest/FtrIcon/RugOtherPurinM00.png,['Marty']
blue medium round mat,,False,1500,375,Saharah; Saharah's Co-op,,For sale,rugs,Shaggy Round Rugs,False,False,https://acnhcdn.com/latest/FtrIcon/RugRoundSimpleM02.png,"['Bruce', 'Jeremiah', 'Peaches', 'Truffles', 'Francine', 'Whitney']"
blue small round mat,,False,1000,250,Saharah; Saharah's Co-op,,For sale,rugs,Shaggy Round Rugs,False,False,https://acnhcdn.com/latest/FtrIcon/RugRoundSimpleS02.png,['Start']
ivory medium round mat,,False,1500,375,Saharah; Saharah's Co-op,,For sale,rugs,Shaggy Round Rugs,False,False,https://acnhcdn.com/latest/FtrIcon/RugRoundSimpleM00.png,"['Pango', 'Rosie', 'Lolly', 'Judy', 'Bruce', 'Frett', 'Chai', 'Frobert', 'Nan', 'Kidd', 'Peaches', 'Ozzie', 'Kitt', 'Lionel', 'Simon', 'Bree', 'Cranston', 'Pierce', 'Quinn', 'Friga', 'Gwen', 'Doc', 'Rhonda', 'Pecan', 'Mint', 'Hazel', 'Bianca', 'Whitney']"
ivory small round mat,,False,1000,250,Saharah; Saharah's Co-op,,For sale,rugs,Shaggy Round Rugs,False,False,https://acnhcdn.com/latest/FtrIcon/RugRoundSimpleS00.png,"['Pango', 'Merry', 'Gloria', 'Puddles', 'Cleo', 'Ozzie', 'Lionel', 'Queenie', 'Friga', 'Bunnie', 'Rhonda', 'Pecan', 'Whitney']"
lacy rug,,False,1500,375,Saharah; Saharah's Co-op,,For sale,rugs,Shaggy Round Rugs,False,False,https://acnhcdn.com/latest/FtrIcon/RugRoundLaceM00.png,"['Zoe', 'Robin', 'Punchy', 'Monique', 'Alfonso', 'Chelsea', 'Portia', 'Maelle', 'Freckles', 'Tia', 'Flurry', 'Ed', 'Shari', 'Candi', 'Bettina', 'Celia', 'Bunnie', 'Gabi', 'Willow', 'Étoile', 'Ione']"
magic-circle rug,,False,1500,375,Saharah; Saharah's Co-op,,For sale,rugs,Shaggy Round Rugs,False,False,https://acnhcdn.com/latest/FtrIcon/RugRoundMagicM00.png,"['Rodeo', 'Moe', 'Roswell', 'Diana', 'Diva', 'Lucy']"
moon rug,,False,2000,500,Nook Shopping Seasonal,,Seasonal,rugs,Shaggy Round Rugs,False,False,https://acnhcdn.com/latest/FtrIcon/RugRoundMoonM00.png,['From player catalog after 27th home']
red medium round mat,,False,1500,375,Saharah; Saharah's Co-op,,For sale,rugs,Shaggy Round Rugs,False,False,https://acnhcdn.com/latest/FtrIcon/RugRoundSimpleM01.png,"['Jacques', 'Lopez', 'Ketchup', 'Jambette', 'Rocket', 'Peaches', 'Reneigh', 'Truffles', 'Chrissy', 'Hopkins', 'Eunice', 'Curlos']"
red small round mat,,False,1000,250,Saharah; Saharah's Co-op,,For sale,rugs,Shaggy Round Rugs,False,False,https://acnhcdn.com/latest/FtrIcon/RugRoundSimpleS01.png,['Start']
round glowing-moss rug,,True,,200,Crafting,,Not for sale,rugs,Shaggy Round Rugs,False,False,https://acnhcdn.com/latest/FtrIcon/RugRoundGlowMossS00.png,"['Vic', 'Maple', 'Vladimir', 'Sly', 'Lucky', 'Camofrog', 'Diva', 'Louie', 'Leopold', 'Apollo', 'Rolf']"
round vine rug,,True,,400,Crafting,,Not for sale,rugs,Shaggy Round Rugs,False,False,https://acnhcdn.com/latest/FtrIcon/RugRoundVineS00.png,"['Punchy', 'Norma', 'Sly', 'Mac', 'Tucker', 'Lily', 'Louie', 'Bertha', 'Savannah', 'Chabwick', 'Spork', 'Dotty', 'Cole', 'Sally']"
snowflake rug,,False,1500,375,Saharah; Saharah's Co-op,,For sale,rugs,Shaggy Round Rugs,False,False,https://acnhcdn.com/latest/FtrIcon/RugRoundSnowM00.png,"['Tutu', 'Hans', 'Flurry', 'Sprinkle', 'Ruby', 'Bianca']"
stage rug,,False,1500,375,Saharah's Co-op,,For sale,rugs,Shaggy Round Rugs,False,False,https://acnhcdn.com/latest/FtrIcon/RugRoundStageM00.png,"['Paula', 'Lucha', 'Moe', 'Stinky', 'Katt', 'Judy', 'Becky', 'Cookie', 'Astrid', 'Tex', 'Truffles', 'Kevin', 'Chrissy', 'Baabara', 'Pietro', 'Leonardo', 'Wolfgang']"
starry-skies rug,,True,,5500,Crafting,,Not for sale,rugs,Shaggy Round Rugs,False,False,https://acnhcdn.com/latest/FtrIcon/RugRoundZodiacM00.png,"['Olaf', 'Rodeo', 'Ankha', 'Pudge', 'Benedict', 'Egbert', 'Diana', 'Henry', 'Velma', 'Julian', 'Penelope', 'Phil', 'Sterling', 'Pancetti', 'Mira', 'Rhonda', 'Timbra', 'Muffy', 'Ione']"
yellow medium round mat,,False,1500,375,Saharah; Saharah's Co-op,,For sale,rugs,Shaggy Round Rugs,False,False,https://acnhcdn.com/latest/FtrIcon/RugRoundSimpleM03.png,"['Zoe', 'Twiggy', 'Purrl', 'Benedict', 'Deirdre', 'Bones', 'Maddie', 'Victoria', 'Elmer', 'Peaches', 'Carrie', 'Truffles', 'Sasha', 'Cafe']"
yellow small round mat,,False,1000,250,Saharah; Saharah's Co-op,,For sale,rugs,Shaggy Round Rugs,False,False,https://acnhcdn.com/latest/FtrIcon/RugRoundSimpleS03.png,['Start']
shanty mat,,False,2000,500,Saharah; Saharah's Co-op,,For sale,rugs,Simple Rugs,False,False,https://acnhcdn.com/latest/FtrIcon/RugSquareOldStrawL00.png,"['Chow', 'Admiral', 'Angus', 'Poncho', 'Vladimir', 'Barold', 'Lucky', 'Benjamin', 'Bill', 'Joey', 'Tucker', 'Wart Jr.', 'Huck', 'Gruff', 'Louie', 'Clay', 'Hamphrey', 'Harry', 'Winnie', 'Walt', 'Limberg', 'Samson', 'Rizzo', 'Zucker', 'Blanche', 'Buzz', 'Coco', 'Renée', 'Rolf']"
simple medium avocado mat,,False,1500,375,Saharah; Saharah's Co-op,,For sale,rugs,Simple Rugs,False,False,https://acnhcdn.com/latest/FtrIcon/RugSquareSimpleM03.png,"['Jay', 'Maple', 'Mallary', 'Axel', 'Camofrog', 'Hippeux', 'Frank', 'Boomer', 'Wendy', 'Cafe']"
simple medium black mat,,False,1500,375,Saharah; Saharah's Co-op,,For sale,rugs,Simple Rugs,False,False,https://acnhcdn.com/latest/FtrIcon/RugSquareSimpleM07.png,"['Jacob', 'Murphy', 'Graham', 'Roscoe', 'Eugene', 'Simon', 'Cephalobot', 'Roald', 'Puck', 'Peggy', 'Baabara', 'Frita', 'Wolfgang', 'Cafe']"
simple medium blue mat,,False,1500,375,Saharah; Saharah's Co-op,,For sale,rugs,Simple Rugs,False,False,https://acnhcdn.com/latest/FtrIcon/RugSquareSimpleM02.png,"['Jay', 'Kiki', 'Derwin', 'Raddle', 'Ozzie', 'Moose', 'Zucker', 'Sandy', 'Cobb', 'Pancetti', 'Pippy', 'Bianca']"
simple medium brown mat,,False,1500,375,Saharah; Saharah's Co-op,,For sale,rugs,Simple Rugs,False,False,https://acnhcdn.com/latest/FtrIcon/RugSquareSimpleM01.png,"['Sparro', 'Ankha', 'Raymond', 'June', 'Pate', 'Weber', 'Peggy', 'Gabi']"
simple medium orange mat,,False,1500,375,Saharah; Saharah's Co-op,,For sale,rugs,Simple Rugs,False,False,https://acnhcdn.com/latest/FtrIcon/RugSquareSimpleM05.png,"['Tangy', 'Pekoe', 'Avery', 'Tasha', 'Cafe']"
simple medium purple mat,,False,1500,375,Saharah; Saharah's Co-op,,For sale,rugs,Simple Rugs,False,False,https://acnhcdn.com/latest/FtrIcon/RugSquareSimpleM06.png,"['Nan', 'Cafe']"
simple medium red mat,,False,1500,375,Saharah; Saharah's Co-op,,For sale,rugs,Simple Rugs,False,False,https://acnhcdn.com/latest/FtrIcon/RugSquareSimpleM04.png,"['Klaus', 'Faith', 'Zucker', 'Sandy', 'Rio', 'Cafe']"
simple small avocado mat,,False,1000,250,Saharah; Saharah's Co-op,,For sale,rugs,Simple Rugs,False,False,https://acnhcdn.com/latest/FtrIcon/RugSquareSimpleS03.png,['Start']
simple small black mat,,False,1000,250,Saharah; Saharah's Co-op,,For sale,rugs,Simple Rugs,False,False,https://acnhcdn.com/latest/FtrIcon/RugSquareSimpleS07.png,"['Antonio', 'Jacob', 'Moe', 'Tabby', 'Murphy', 'Quillson', 'Chevre', 'Eugene', 'Queenie', 'Flo', 'Boris', 'Peggy', 'Gala', 'Kevin', 'Marshal', 'Freya', 'Fang', 'Vivian']"
simple small blue mat,,False,1000,250,Saharah; Saharah's Co-op,,For sale,rugs,Simple Rugs,False,False,https://acnhcdn.com/latest/FtrIcon/RugSquareSimpleS02.png,['Start']
simple small brown mat,,False,1000,250,Saharah; Saharah's Co-op,,For sale,rugs,Simple Rugs,False,False,https://acnhcdn.com/latest/FtrIcon/RugSquareSimpleS01.png,"['Antonio', 'Sparro', 'Raymond', 'Broffina', 'Pate', 'Phil', 'Curly', 'Peggy', 'Spike', 'Ricky', 'Sheldon']"
simple small orange mat,,False,1000,250,Saharah; Saharah's Co-op,,For sale,rugs,Simple Rugs,False,False,https://acnhcdn.com/latest/FtrIcon/RugSquareSimpleS05.png,['Start']
simple small purple mat,,False,1000,250,Saharah; Saharah's Co-op,,For sale,rugs,Simple Rugs,False,False,https://acnhcdn.com/latest/FtrIcon/RugSquareSimpleS06.png,"['Miranda', 'Rizzo']"
simple small red mat,,False,1000,250,Saharah; Saharah's Co-op,,For sale,rugs,Simple Rugs,False,False,https://acnhcdn.com/latest/FtrIcon/RugSquareSimpleS04.png,['Start']
sloppy rug,,False,2000,500,Saharah; Saharah's Co-op,,For sale,rugs,Simple Rugs,False,False,https://acnhcdn.com/latest/FtrIcon/RugOtherSloppyL00.png,"['Teddy', 'Chow', 'Nate', 'Barold', 'Bam', 'Mac', 'Cyd', 'Jeremiah', 'Tad', 'Henry', 'Gruff', 'Harry', 'Hippeux', 'Marcie', 'Rizzo', 'Hugh', 'Renée', 'Filbert']"
white simple medium mat,,False,1500,375,Saharah; Saharah's Co-op,,For sale,rugs,Simple Rugs,False,False,https://acnhcdn.com/latest/FtrIcon/RugSquareSimpleM00.png,"['Zell', 'Portia', 'Bertha', 'Bitty', 'Roscoe', 'Iggly', 'Gaston']"
white simple small mat,,False,1000,250,Saharah; Saharah's Co-op,,For sale,rugs,Simple Rugs,False,False,https://acnhcdn.com/latest/FtrIcon/RugSquareSimpleS00.png,['Start']
Nook Inc. silk rug,,False,,3000,Nook Miles Redemption,Requires a Nintendo Switch Online membership,Not for sale,rugs,Slender Pattern Rugs,False,False,https://acnhcdn.com/latest/FtrIcon/RugRectTanukiL00.png,['From player catalog after 27th home']
blue argyle rug,,False,2000,500,Saharah; Saharah's Co-op,,For sale,rugs,Slender Pattern Rugs,False,False,https://acnhcdn.com/latest/FtrIcon/RugRectArgyleL02.png,"['Kody', 'Butch', 'Monty', 'Wade', 'Curly', 'Agent S', 'Ricky', 'Hospital']"
blue dotted rug,,False,2000,500,Saharah; Saharah's Co-op,,For sale,rugs,Slender Pattern Rugs,False,False,https://acnhcdn.com/latest/FtrIcon/RugRectDotL03.png,"['Merry', 'Bruce', 'Chai', 'Phil', 'Francine']"
blue stripes rug,,False,2000,500,Saharah; Saharah's Co-op,,For sale,rugs,Slender Pattern Rugs,False,False,https://acnhcdn.com/latest/FtrIcon/RugRectBorderL02.png,"['Ace', 'Jacob', 'Angus', 'Axel', 'Hopper', 'Iggly', 'Pippy', 'Mint']"
blue vinyl sheet,,False,1500,375,Saharah; Saharah's Co-op,,For sale,rugs,Slender Pattern Rugs,False,False,https://acnhcdn.com/latest/FtrIcon/RugRectVinylM01.png,"['Jay', 'Sly', 'Beau', 'Butch', 'Deena', 'Henry', 'Hans', 'Hamlet', 'Rex', 'Octavian', 'Zucker', 'Apollo', 'Hopper', 'Filbert', 'Sally', 'Cally', 'Rolf', 'Chief', 'Skye']"
blue wavy rug,,False,2000,500,Saharah; Saharah's Co-op,,For sale,rugs,Slender Pattern Rugs,False,False,https://acnhcdn.com/latest/FtrIcon/RugRectWaveL02.png,"['Curt', 'Ace', 'Angus', 'Kiki', 'Kody', 'Plucky', 'Del', 'Fuchsia', 'Marina', 'Sprinkle', 'Chops']"
blue wedding rug,,False,,375,Cyrus,,Not for sale,rugs,Slender Pattern Rugs,False,False,https://acnhcdn.com/latest/FtrIcon/RugRectJuneBrideM00.png,['From player catalog after 27th home']
botanical rug,,False,2000,500,Saharah; Saharah's Co-op,,For sale,rugs,Slender Pattern Rugs,False,False,https://acnhcdn.com/latest/FtrIcon/RugRectBotanicalL00.png,"['Pango', 'Snooty', 'Charlise', 'Norma', 'Opal', 'Savannah', 'Yuka', 'Gonzo', 'Mathilda', 'Keaton', 'Dotty', ""O'Hare"", 'Azalea', 'Sylvana', 'Audie', 'Cafe']"
brown argyle rug,,False,2000,500,Saharah; Saharah's Co-op,,For sale,rugs,Slender Pattern Rugs,False,False,https://acnhcdn.com/latest/FtrIcon/RugRectArgyleL03.png,"['Lopez', 'Drake', 'Eloise', 'Harry', 'Clyde', 'Alice', 'Sydney', 'Celia', 'Hospital']"
brown cow-print rug,,False,1500,375,Saharah's Co-op,,For sale,rugs,Slender Pattern Rugs,False,False,https://acnhcdn.com/latest/FtrIcon/RugOtherAnimalM00.png,"['Jacques', 'Poncho', 'Pudge', 'Lopez', 'Cyd', 'Gruff', 'Boone', 'Marlo', 'Savannah', 'Elvis', 'Coco', 'Muffy']"
colorful vinyl sheet,,False,1500,375,Saharah; Saharah's Co-op,,For sale,rugs,Slender Pattern Rugs,False,False,https://acnhcdn.com/latest/FtrIcon/RugRectVinylM00.png,"['Curt', 'Jitters', 'Piper', 'Ace', 'Peck', 'Bob', 'Kid Cat', 'Stitches', 'Plucky', 'Beau', 'Biskit', 'Walker', 'Daisy', 'Mac', 'Shep', 'Bill', 'Deena', 'Faith', 'Carrie', 'Sylvia', 'Bud', 'Leopold', 'Nana', 'Broccolo', 'Octavian', 'Cube', 'Chabwick', 'Curlos', 'Dom']"
glowing-moss rug,,True,,300,Crafting,,Not for sale,rugs,Slender Pattern Rugs,False,False,https://acnhcdn.com/latest/FtrIcon/RugRectGlowMossM00.png,"['Beardo', 'Maple', 'Vladimir', 'Alli', 'Sly', 'Diana', 'Lucky', 'Marcel', 'Lily', 'Diva', 'Yuka', 'Samson', 'Apollo', 'Bonbon']"
green exquisite rug,,False,1000,250,Saharah's Co-op,,For sale,rugs,Slender Pattern Rugs,False,False,https://acnhcdn.com/latest/FtrIcon/RugRectChinamatS01.png,"['Pinky', 'Chester', 'Cousteau', 'Tiansheng', 'Restaurant']"
green stripes rug,,False,2000,500,Saharah; Saharah's Co-op,,For sale,rugs,Slender Pattern Rugs,False,False,https://acnhcdn.com/latest/FtrIcon/RugRectBorderL03.png,['Start']
light-brown cow-print rug,,False,1500,375,Saharah's Co-op,,For sale,rugs,Slender Pattern Rugs,False,False,https://acnhcdn.com/latest/FtrIcon/RugOtherAnimalM01.png,"['Jacques', 'Poncho', 'Tipper', 'Zell', 'Cherry', 'Boone', 'Pierce', 'Quinn', 'Coco', 'Peanut', 'Bangle']"
modern wavy rug,,False,2000,500,Saharah; Saharah's Co-op,,For sale,rugs,Slender Pattern Rugs,False,False,https://acnhcdn.com/latest/FtrIcon/RugRectWaveL00.png,"['Tammy', 'Naomi', 'Fuchsia', 'Miranda', 'Gloria', 'Chops', 'Agnes', 'Claude', 'Lobo']"
monochromatic dotted rug,,False,2000,500,Saharah; Saharah's Co-op,,For sale,rugs,Slender Pattern Rugs,False,False,https://acnhcdn.com/latest/FtrIcon/RugRectDotL00.png,['Start']
monochromatic wavy rug,,False,2000,500,Saharah; Saharah's Co-op,,For sale,rugs,Slender Pattern Rugs,False,False,https://acnhcdn.com/latest/FtrIcon/RugRectWaveL01.png,"['Lolly', 'Pudge', 'Zell', 'Lopez', 'Fuchsia', 'Quillson', 'Hippeux', 'Gonzo', 'Cephalobot', 'Gwen', 'Tex', 'Boris', 'Chops', 'Gaston', 'Mira', 'Spike']"
peach stripes rug,,False,2000,500,Saharah; Saharah's Co-op,,For sale,rugs,Slender Pattern Rugs,False,False,https://acnhcdn.com/latest/FtrIcon/RugRectBorderL01.png,"['Tutu', 'Jacob', 'Olive', 'Ava', 'Ketchup', 'Margie', 'Bertha', 'Melba', 'Rio', 'Flora', 'Peanut']"
pirate rug,,False,,375,Gullivarrr,,Not for sale,rugs,Slender Pattern Rugs,False,False,https://acnhcdn.com/latest/FtrIcon/RugRectPiratesM00.png,['From player catalog after 27th home']
red argyle rug,,False,2000,500,Saharah; Saharah's Co-op,,For sale,rugs,Slender Pattern Rugs,False,False,https://acnhcdn.com/latest/FtrIcon/RugRectArgyleL01.png,"['Frita', 'Hospital']"
red dotted rug,,False,2000,500,Saharah; Saharah's Co-op,,For sale,rugs,Slender Pattern Rugs,False,False,https://acnhcdn.com/latest/FtrIcon/RugRectDotL02.png,"['Ketchup', 'Rilla']"
red exquisite rug,,False,1000,250,Saharah's Co-op,,For sale,rugs,Slender Pattern Rugs,False,False,https://acnhcdn.com/latest/FtrIcon/RugRectChinamatS00.png,"['Pinky', 'Pekoe', 'Drago', 'Cousteau', 'Croque', 'Tiansheng']"
red vinyl sheet,,False,1500,375,Saharah; Saharah's Co-op,,For sale,rugs,Slender Pattern Rugs,False,False,https://acnhcdn.com/latest/FtrIcon/RugRectVinylM02.png,"['Maple', 'Vladimir', 'Patty', 'Gayle', 'Beau', 'Octavian', 'Sally', 'Poppy', 'Tybalt']"
red wavy rug,,False,2000,500,Saharah; Saharah's Co-op,,For sale,rugs,Slender Pattern Rugs,False,False,https://acnhcdn.com/latest/FtrIcon/RugRectWaveL03.png,"['T-Bone', 'Coach', 'Fuchsia', 'Freckles', 'Rio', 'Chops', 'Peanut', 'Sylvana']"
red wedding rug,,False,,375,Cyrus,,Not for sale,rugs,Slender Pattern Rugs,False,False,https://acnhcdn.com/latest/FtrIcon/RugRectJuneBrideM02.png,['From player catalog after 27th home']
retro dotted rug,,False,2000,500,Saharah; Saharah's Co-op,,For sale,rugs,Slender Pattern Rugs,False,False,https://acnhcdn.com/latest/FtrIcon/RugRectDotL01.png,"['Twiggy', 'Olive', 'Joey', 'Dizzy', 'Eloise', 'Apple', 'Savannah', 'Bree', 'Doc', 'Carmen', 'Tank', 'Nibbles', 'Lobo']"
small Paradise Planning mat,,False,,250,Wardell,,Not for sale,rugs,Slender Pattern Rugs,False,False,https://acnhcdn.com/latest/FtrIcon/RugRectPatternS00.png,['From player catalog after 27th home']
white wedding rug,,False,,375,Cyrus,,Not for sale,rugs,Slender Pattern Rugs,False,False,https://acnhcdn.com/latest/FtrIcon/RugRectJuneBrideM03.png,['From player catalog after 27th home']
yellow argyle rug,,False,2000,500,Saharah; Saharah's Co-op,,For sale,rugs,Slender Pattern Rugs,False,False,https://acnhcdn.com/latest/FtrIcon/RugRectArgyleL00.png,"['Anchovy', 'Tucker', 'Victoria', 'Doc', 'Willow', 'Hospital']"
yellow stripes rug,,False,2000,500,Saharah; Saharah's Co-op,,For sale,rugs,Slender Pattern Rugs,False,False,https://acnhcdn.com/latest/FtrIcon/RugRectBorderL00.png,['Start']
yellow vinyl sheet,,False,1500,375,Saharah; Saharah's Co-op,,For sale,rugs,Slender Pattern Rugs,False,False,https://acnhcdn.com/latest/FtrIcon/RugRectVinylM03.png,"['Groucho', 'Rudy', 'Katt', 'Maple', 'Drake', 'Scoot', 'Tad', 'Soleil', 'Carrie', 'Sylvia', 'Rex', 'Deli', 'Octavian', 'Sprocket', 'Spork', 'Leonardo']"
aluminum rug,,False,1500,375,Saharah; Saharah's Co-op,,For sale,rugs,Slender Rugs,False,False,https://acnhcdn.com/latest/FtrIcon/RugRectAluminumM00.png,"['Cyrano', 'Nate', 'Groucho', 'Peck', 'T-Bone', 'Tabby', 'Boots', 'Prince', 'Raddle', 'Henry', 'Cesar', 'Boyd', 'Rodney', 'Biff', 'Hippeux', 'Deli', 'Bettina', 'Chadder', 'Cephalobot', 'Phoebe', 'Cube', 'Boomer', 'Iggly', 'Cobb', 'Kevin', 'Sasha', 'Merengue', 'Dom', 'Cally', 'Rolf', 'Kyle']"
blue exercise mat,,False,1500,375,Saharah's Co-op,,For sale,rugs,Slender Rugs,False,False,https://acnhcdn.com/latest/FtrIcon/RugRectMatM01.png,"['Lucha', 'Coach', 'Stinky', 'Tom', 'Goose', 'Deena', 'Peewee', 'Al', 'Rooney', 'Moose', 'Hopper', 'Tybalt', 'School']"
coconut mat,,False,1000,250,Saharah's Co-op,,For sale,rugs,Slender Rugs,False,False,https://acnhcdn.com/latest/FtrIcon/RugRectCoconutmatS00.png,"['Cheri', 'Naomi', 'Cookie', 'Drake', 'Petri', 'Marshal', 'Claudia', 'Freya', 'Cafe']"
green exercise mat,,False,1500,375,Saharah's Co-op,,For sale,rugs,Slender Rugs,False,False,https://acnhcdn.com/latest/FtrIcon/RugRectMatM02.png,"['Coach', 'Al', 'Sandy', 'Frank', 'Sheldon', 'School']"
iron entrance mat,,False,1000,250,Saharah; Saharah's Co-op,,For sale,rugs,Slender Rugs,False,False,https://acnhcdn.com/latest/FtrIcon/RugRectIronmatS00.png,"['Ursala', 'Beardo', 'Monique', 'Kitty', 'Knox', 'Tipper', 'Fuchsia', 'Walker', 'Molly', 'Ribbot', 'Huck', 'Billy', 'Kidd', 'Pashmina', 'Clay', 'Julian', 'Monty', 'Bettina', 'Aurora', 'Tiffany', 'Chief']"
ivory simple bath mat,,False,1000,250,Saharah; Saharah's Co-op,,For sale,rugs,Slender Rugs,False,False,https://acnhcdn.com/latest/FtrIcon/RugRectBathmatS00.png,"['Chow', 'Bam', 'Joey', 'Mallary', 'Drift', 'Soleil', 'Buck', 'Cleo', 'Papi', 'Cashmere', 'Hazel']"
oval entrance mat,,False,1000,250,Saharah; Saharah's Co-op,,For sale,rugs,Slender Rugs,False,False,https://acnhcdn.com/latest/FtrIcon/RugOtherCountryS00.png,"['Ike', 'Mitzi', 'Punchy', 'Kody', 'June', 'Erik', 'Benjamin', 'Jeremiah', 'Bertha', 'Mott', 'Wendy', 'Pietro', 'Caroline', 'Lobo']"
red carpet,,False,1500,375,Saharah; Saharah's Co-op,,For sale,rugs,Slender Rugs,False,False,https://acnhcdn.com/latest/FtrIcon/RugRectElegantM00.png,"['Grizzly', 'Paula', 'Klaus', 'Moe', 'Felicity', 'Lolly', 'Judy', 'Becky', 'Knox', 'Drago', 'Cookie', 'Cherry', 'Weber', 'Big Top', 'Kidd', 'Reneigh', 'Eugene', 'Astrid', 'Elvis', 'Elise', 'Rod', 'Tex', 'Gala', 'Tiffany', 'Genji', 'Chrissy', 'Hornsby', 'Baabara', 'Muffy', 'Fang']"
red exercise mat,,False,1500,375,Saharah's Co-op,,For sale,rugs,Slender Rugs,False,False,https://acnhcdn.com/latest/FtrIcon/RugRectMatM03.png,"['Jay', 'Lucha', 'Coach', 'Stinky', 'Al', 'Rooney', 'School']"
rough rug,,False,1000,250,Saharah; Saharah's Co-op,,For sale,rugs,Slender Rugs,False,False,https://acnhcdn.com/latest/FtrIcon/RugRectDoormatS00.png,"['Cyrano', 'Nate', 'Ike', 'Punchy', 'Kabuki', 'Poncho', 'Murphy', 'June', 'Benjamin', 'Prince', 'Velma', 'Boyd', 'Rocco', 'Elmer', 'Winnie', 'Broccolo', 'Moose', 'Roald', 'Cube', 'Frita', 'Tybalt']"
rubber mud mat,,False,1000,250,Saharah; Saharah's Co-op,,For sale,rugs,Slender Rugs,False,False,https://acnhcdn.com/latest/FtrIcon/RugRectRubberScraperS00.png,"['Cyrano', 'Sparro', 'Tabby', 'Tom', 'Rudy', 'Murphy', 'Barold', 'Walker', 'Scoot', 'Prince', 'Chevre', 'Billy', 'Velma', 'Boyd', 'Violet', 'Al', 'Ozzie', 'Leopold', 'Chadder', 'Frank', 'Cube', 'Puck', 'Cobb', 'Maggie', 'Merengue', 'Renée', 'Tybalt', 'Chief']"
simple entrance mat,,False,1000,250,Saharah's Co-op,,For sale,rugs,Slender Rugs,False,False,https://acnhcdn.com/latest/FtrIcon/RugRectEntranceS00.png,"['Cyrano', 'Paula', 'Rosie', 'Kiki', 'Kabuki', 'Tabby', 'Merry', 'Goose', 'Broffina', 'Pate', 'Croque', 'Chevre', 'Cesar', 'Graham', 'Roscoe', 'Sydney', 'Simon', 'Cephalobot', 'Queenie', 'Curly', 'Gala', 'Agnes', 'Snake', 'Pippy', 'Hornsby']"
